client_id,total_properties_owned,total_investment_value,average_property_value,average_floor_area,age,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,cluster,buyer_segment
C1506,3,1010109.4,336703.13333333336,1155.4633333333334,76.0,Individual,M,Usa,Utah,Investment,No,Website,3.0,1,Corporate Investors
C1508,4,965283.79,241320.9475,783.64,32.0,Individual,M,Uk,Scotland,Home,No,Agency,3.0,1,Corporate Investors
C1510,3,804243.22,268081.0733333333,842.68,64.0,Company,M,Usa,California,Home,No,Agency,5.0,1,Corporate Investors
C1513,3,1452266.37,484088.79,1538.7766666666666,31.0,Individual,F,Usa,Florida,Home,No,Website,2.0,2,Global Investors
C1514,3,1211908.53,403969.51,1386.32,40.0,Individual,F,Usa,New York,Home,No,Website,4.0,2,Global Investors
C1518,4,961942.88,240485.72,886.4275,32.0,Individual,F,Australia,Victoria,Home,Yes,Agency,5.0,1,Corporate Investors
C1520,4,1425469.02,356367.255,1187.8925,81.0,Individual,M,Usa,Utah,Home,No,Website,1.0,2,Global Investors
C1526,3,1429330.15,476443.3833333333,1600.9133333333332,70.0,Individual,F,Usa,California,Home,No,Website,3.0,2,Global Investors
C1528,3,1058452.68,352817.56,1125.17,29.0,Individual,F,Germany,Hamburg,Home,Yes,Website,1.0,1,Corporate Investors
C1533,4,1019127.09,254781.7725,727.265,38.0,Individual,M,Canada,British Columbia,Home,No,Agency,4.0,1,Corporate Investors
C1534,3,1195359.88,398453.2933333333,1303.4733333333334,30.0,Individual,F,Usa,California,Home,Yes,Website,4.0,2,Global Investors
C1535,4,1967005.46,491751.365,1591.4725,32.0,Individual,M,Uk,England,Investment,No,Agency,3.0,2,Global Investors
C1536,3,1076884.84,358961.61333333334,1050.6433333333332,44.0,Individual,F,Usa,Washington,Home,No,Website,3.0,1,Corporate Investors
C1537,3,1637300.41,545766.8033333333,1579.3133333333335,27.0,Individual,F,Usa,Arizona,Home,No,Website,5.0,2,Global Investors
C1538,3,775544.78,258514.92666666667,941.38,79.0,Individual,F,Usa,California,Investment,No,Website,5.0,1,Corporate Investors
C1540,3,842510.7,280836.9,908.2333333333332,69.0,Individual,M,Usa,California,Home,Yes,Client,2.0,1,Corporate Investors
C1543,3,1199490.31,399830.1033333333,1267.4066666666668,71.0,Individual,F,Usa,New York,Investment,No,Agency,3.0,2,Global Investors
C1546,4,1161022.51,290255.6275,874.9925000000001,60.0,Individual,F,Mexico,Puebla,Home,Yes,Agency,4.0,1,Corporate Investors
C1547,4,1199337.46,299834.365,997.415,51.0,Individual,F,Usa,Florida,Home,Yes,Agency,2.0,1,Corporate Investors
C1550,4,1368767.79,342191.9475,1164.015,28.0,Individual,M,Usa,California,Home,No,Agency,2.0,2,Global Investors
C1554,3,742034.24,247344.74666666667,678.9699999999999,28.0,Individual,M,Germany,Bavaria,Home,No,Website,1.0,1,Corporate Investors
C1558,3,1482069.56,494023.1866666667,1680.5266666666666,82.0,Individual,M,Mexico,Baja California,Home,No,Website,4.0,2,Global Investors
C1562,3,1179775.32,393258.44,1268.0466666666669,39.0,Individual,F,Usa,California,Home,No,Client,4.0,2,Global Investors
C1564,3,1595925.43,531975.1433333333,1635.6233333333332,62.0,Individual,M,Usa,Washington,Investment,No,Website,5.0,2,Global Investors
C1565,4,1140899.22,285224.805,994.0725,46.0,Individual,M,Mexico,Jalisco,Home,No,Agency,4.0,1,Corporate Investors
C1566,4,1450240.65,362560.1625,1175.235,31.0,Individual,M,Usa,California,Home,No,Website,3.0,2,Global Investors
C1567,4,1594452.62,398613.155,1276.9875,49.0,Individual,M,Usa,Georgia,Home,No,Client,4.0,2,Global Investors
C1568,3,1373808.09,457936.03,1357.1933333333334,36.0,Individual,F,Usa,California,Home,No,Website,5.0,2,Global Investors
C1569,3,1175242.5499999998,391747.5166666666,1258.29,33.0,Individual,F,Usa,California,Investment,Yes,Website,1.0,2,Global Investors
C1571,4,1243439.96,310859.99,1092.085,48.0,Individual,M,Usa,California,Home,No,Website,2.0,1,Corporate Investors
C1572,4,886149.52,221537.38,748.33,66.0,Individual,M,Australia,Queensland,Home,No,Agency,3.0,1,Corporate Investors
C1573,4,1175839.94,293959.985,1059.9375,80.0,Individual,F,Usa,California,Home,No,Website,1.0,1,Corporate Investors
C1578,3,765431.01,255143.67,934.8733333333332,30.0,Individual,M,Usa,California,Investment,No,Website,2.0,1,Corporate Investors
C1579,4,1101753.59,275438.3975,952.0525,81.0,Individual,M,Usa,Arizona,Investment,No,Website,4.0,1,Corporate Investors
C1580,4,1008834.66,252208.665,872.2,29.0,Individual,M,Usa,Georgia,Investment,Yes,Website,1.0,1,Corporate Investors
C1581,3,1123364.22,374454.74,1023.9266666666666,76.0,Individual,M,Usa,California,Investment,No,Website,1.0,1,Corporate Investors
C1583,4,1378030.61,344507.6525,1170.135,58.0,Individual,M,Usa,California,Home,No,Agency,2.0,2,Global Investors
C1584,3,1199226.44,399742.14666666667,1361.743333333333,41.0,Company,M,France,Brittany,Investment,Yes,Website,1.0,2,Global Investors
C1585,4,1480011.91,370002.9775,1276.8225,66.0,Individual,M,Canada,Ontario,Home,No,Website,5.0,2,Global Investors
C1587,3,743057.13,247685.71,850.2466666666668,83.0,Individual,M,Canada,Quebec,Investment,Yes,Agency,4.0,1,Corporate Investors
C1589,3,1380536.7000000002,460178.9000000001,1396.87,73.0,Individual,F,Usa,California,Investment,No,Agency,4.0,2,Global Investors
C1592,4,878452.1900000001,219613.0475,735.11,51.0,Individual,F,Usa,Texas,Investment,Yes,Agency,2.0,1,Corporate Investors
C1593,4,825960.49,206490.1225,666.135,51.0,Individual,M,Usa,California,Home,No,Website,1.0,1,Corporate Investors
C1596,3,1642954.44,547651.48,1649.26,47.0,Individual,M,Germany,Berlin,Investment,No,Website,4.0,2,Global Investors
C1602,4,1676863.99,419215.9975,1425.28,40.0,Individual,M,Usa,Nevada,Investment,No,Website,4.0,2,Global Investors
C1603,4,1077719.71,269429.9275,976.205,64.0,Individual,F,Uk,England,Home,No,Website,5.0,1,Corporate Investors
C1604,3,1050264.24,350088.08,1243.8233333333333,77.0,Individual,M,Usa,Texas,Home,No,Website,4.0,1,Corporate Investors
C1607,3,829294.5700000001,276431.5233333334,927.6066666666666,63.0,Individual,F,Usa,California,Home,No,Agency,3.0,1,Corporate Investors
C1609,3,804844.43,268281.4766666667,900.46,62.0,Individual,M,Usa,California,Investment,No,Website,2.0,1,Corporate Investors
C1611,4,1072189.52,268047.38,842.75,51.0,Individual,F,Usa,Nevada,Investment,No,Website,4.0,1,Corporate Investors
C1613,4,1608368.22,402092.055,1400.6975,28.0,Individual,M,Denmark,Southern Denmark,Home,Yes,Agency,2.0,2,Global Investors
C1615,3,857125.52,285708.50666666665,903.87,63.0,Individual,M,Usa,Utah,Home,No,Agency,5.0,1,Corporate Investors
C1616,4,1344053.71,336013.4275,1128.1275,35.0,Individual,M,Uk,Wales,Investment,Yes,Website,5.0,2,Global Investors
C1617,3,776005.5,258668.5,839.1433333333334,74.0,Individual,F,Usa,California,Home,No,Website,3.0,1,Corporate Investors
C1620,3,788250.3500000001,262750.1166666667,979.0866666666668,82.0,Individual,M,Usa,California,Home,Yes,Website,1.0,1,Corporate Investors
C1622,3,1054193.36,351397.7866666666,1107.81,65.0,Individual,F,Usa,Oregon,Home,Yes,Website,1.0,1,Corporate Investors
C1623,3,1060233.46,353411.1533333333,1111.2966666666666,32.0,Individual,F,Usa,Oregon,Home,No,Website,4.0,1,Corporate Investors
C1624,4,1943363.94,485840.985,1602.67,75.0,Individual,F,Usa,California,Home,Yes,Website,4.0,2,Global Investors
C1625,3,910587.85,303529.2833333333,1094.84,26.0,Individual,M,Australia,Western Australia,Home,No,Agency,4.0,1,Corporate Investors
C1630,3,1206881.92,402293.9733333333,1338.1466666666668,32.0,Company,F,Usa,Virginia,Investment,Yes,Website,1.0,2,Global Investors
C1631,4,1683720.2,420930.05,1267.07,60.0,Individual,F,Uk,Northern Ireland,Home,No,Website,5.0,2,Global Investors
C1632,4,1425130.6800000002,356282.67000000004,1152.755,63.0,Individual,F,Usa,California,Investment,Yes,Agency,3.0,2,Global Investors
C1633,3,847190.3300000001,282396.7766666667,976.8166666666666,49.0,Individual,F,Canada,Ontario,Home,No,Website,2.0,1,Corporate Investors
C1634,4,1044217.01,261054.2525,872.2,82.0,Individual,F,Usa,Georgia,Investment,No,Website,2.0,1,Corporate Investors
C1636,3,1171439.72,390479.9066666667,1308.513333333333,39.0,Company,F,Usa,Arizona,Home,Yes,Website,5.0,2,Global Investors
C1637,3,1333020.46,444340.1533333333,1525.18,57.0,Individual,M,Mexico,Nuevo Leon,Home,No,Agency,5.0,2,Global Investors
C1640,4,1172146.65,293036.6625,1047.99,60.0,Individual,F,Usa,California,Home,Yes,Website,1.0,1,Corporate Investors
C1643,3,1182889.92,394296.64,1468.6933333333334,48.0,Individual,M,France,Ile-De-France,Home,No,Agency,4.0,2,Global Investors
C1645,4,1503973.21,375993.3025,1238.115,31.0,Individual,F,Australia,New South Wales,Investment,No,Website,1.0,2,Global Investors
C1646,3,972186.46,324062.1533333333,1052.4533333333334,28.0,Individual,M,Usa,Washington,Investment,Yes,Agency,4.0,1,Corporate Investors
C1649,4,1540887.81,385221.9525,1254.045,44.0,Individual,F,Usa,Oregon,Home,Yes,Agency,4.0,2,Global Investors
C1650,3,1065238.5,355079.5,1057.95,57.0,Individual,M,Usa,Washington,Investment,No,Website,2.0,1,Corporate Investors
C1653,4,957106.48,239276.62,860.9325,52.0,Individual,F,Usa,Colorado,Investment,Yes,Website,4.0,1,Corporate Investors
C1654,4,1250065.38,312516.34500000003,951.6375,58.0,Individual,F,Usa,California,Home,No,Website,1.0,1,Corporate Investors
C1656,4,1401657.84,350414.46,1182.3725,35.0,Individual,M,Belgium,Wallonia,Investment,Yes,Website,4.0,2,Global Investors
C1658,4,1243178.6,310794.65,984.12,56.0,Individual,M,Usa,California,Home,No,Agency,5.0,1,Corporate Investors
C1659,4,1576416.87,394104.2175,1307.3,80.0,Individual,M,Denmark,Zealand,Home,No,Website,4.0,2,Global Investors
C1666,3,706503.5900000001,235501.19666666668,736.0433333333334,64.0,Individual,F,Usa,Ohio,Home,No,Website,2.0,1,Corporate Investors
C1668,4,1046863.21,261715.8025,872.2,69.0,Individual,M,Australia,Victoria,Home,No,Website,5.0,1,Corporate Investors
C1669,4,948271.34,237067.835,837.5225,66.0,Individual,M,Canada,Alberta,Investment,Yes,Agency,3.0,1,Corporate Investors
C1670,4,1356021.03,339005.2575,1076.59,56.0,Individual,F,Usa,Colorado,Home,Yes,Website,3.0,1,Corporate Investors
C1672,3,728363.1699999999,242787.7233333333,889.9166666666666,52.0,Individual,F,Usa,Nevada,Investment,No,Website,4.0,1,Corporate Investors
C1673,4,1803634.76,450908.69,1422.9925,34.0,Individual,F,Usa,Washington,Home,Yes,Website,1.0,2,Global Investors
C1675,3,918037.68,306012.56,1012.96,41.0,Individual,F,Canada,Alberta,Investment,No,Website,5.0,1,Corporate Investors
C1678,3,1377654.29,459218.0966666667,1650.4733333333334,65.0,Individual,M,Usa,California,Home,Yes,Agency,1.0,2,Global Investors
C1682,4,1469905.41,367476.3525,1257.0925,39.0,Individual,F,Usa,Nevada,Home,No,Website,2.0,2,Global Investors
C1684,4,1109440.17,277360.0425,883.4825000000001,49.0,Individual,F,Usa,Colorado,Investment,No,Website,4.0,1,Corporate Investors
C1692,4,1165619.91,291404.97750000004,984.9525,35.0,Individual,M,Canada,Ontario,Home,Yes,Agency,5.0,1,Corporate Investors
C1697,4,802813.26,200703.315,700.7825,46.0,Individual,F,Belgium,Brussels,Home,No,Client,2.0,1,Corporate Investors
C1698,3,764529.97,254843.32333333333,901.6266666666668,76.0,Individual,M,Uk,Northern Ireland,Home,Yes,Website,4.0,1,Corporate Investors
C1700,4,1293648.37,323412.0925,1050.5725,83.0,Individual,M,Usa,Nevada,Home,No,Website,3.0,1,Corporate Investors
C1702,3,1259181.49,419727.1633333333,1477.03,36.0,Individual,M,Usa,Washington,Investment,Yes,Website,5.0,2,Global Investors
C1708,3,854426.52,284808.84,897.3100000000001,40.0,Individual,F,Germany,Hesse,Home,Yes,Agency,1.0,1,Corporate Investors
C1709,3,1336416.16,445472.0533333334,1513.17,80.0,Individual,F,Usa,Arizona,Investment,No,Agency,3.0,2,Global Investors
C1712,4,1280242.15,320060.5375,1102.08,55.0,Individual,M,France,Occitanie,Home,No,Website,5.0,1,Corporate Investors
C1713,4,1401670.4500000002,350417.61250000005,1186.5225,45.0,Individual,F,Usa,Oregon,Home,No,Website,1.0,2,Global Investors
C1714,4,1054289.58,263572.395,823.6625,78.0,Individual,M,Usa,Colorado,Home,No,Website,3.0,1,Corporate Investors
C1718,4,1362121.47,340530.3675,1150.74,31.0,Individual,F,Usa,California,Home,No,Website,1.0,1,Corporate Investors
C1719,3,1178759.88,392919.96,1263.8633333333337,66.0,Company,M,Usa,Florida,Home,No,Agency,2.0,2,Global Investors
C1720,4,1396671.77,349167.9425,1122.0925,30.0,Individual,F,Usa,California,Home,Yes,Website,5.0,2,Global Investors
C1721,4,1282729.71,320682.4275,1034.0675,40.0,Individual,M,Usa,Nevada,Home,No,Agency,2.0,1,Corporate Investors
C1723,4,1084602.42,271150.605,900.39,28.0,Individual,F,Canada,Quebec,Home,Yes,Agency,2.0,1,Corporate Investors
C1725,4,1352500.23,338125.0575,1167.3975,67.0,Individual,F,Usa,Nevada,Home,Yes,Website,3.0,2,Global Investors
C1727,4,1563834.42,390958.605,1210.7375,81.0,Individual,F,Usa,New York,Home,No,Website,3.0,2,Global Investors
C1728,4,1436312.58,359078.145,1225.265,82.0,Individual,F,Usa,Oregon,Home,Yes,Client,3.0,2,Global Investors
C1735,3,1139995.98,379998.66,1258.4,57.0,Individual,F,Usa,Utah,Investment,No,Website,3.0,2,Global Investors
C1748,3,1112272.46,370757.4866666666,1274.52,76.0,Individual,M,Usa,California,Home,Yes,Website,4.0,2,Global Investors
C1750,4,1497163.73,374290.9325,1150.2,35.0,Company,M,Usa,Colorado,Home,No,Website,3.0,2,Global Investors
C1752,3,1119600.47,373200.1566666667,1152.5966666666666,46.0,Individual,M,Usa,California,Investment,Yes,Website,1.0,1,Corporate Investors
C1754,3,1361555.24,453851.7466666666,1471.9,31.0,Individual,M,Usa,Virginia,Home,Yes,Website,2.0,2,Global Investors
C1757,3,1125366.62,375122.2066666667,1182.08,41.0,Individual,M,Germany,Bavaria,Home,No,Client,3.0,2,Global Investors
C1759,4,1031917.22,257979.305,831.47,52.0,Individual,M,Usa,California,Investment,No,Website,1.0,1,Corporate Investors
C1760,4,1454358.32,363589.58,1265.3825,51.0,Individual,F,Belgium,Brussels,Home,No,Website,2.0,2,Global Investors
C1761,4,1181772.43,295443.1075,972.335,71.0,Individual,M,Usa,Washington,Home,No,Website,1.0,1,Corporate Investors
C1764,4,1668335.18,417083.795,1338.9,80.0,Individual,F,Usa,Nevada,Home,No,Agency,2.0,2,Global Investors
C1765,4,1734167.51,433541.8775,1577.2325,29.0,Individual,F,Usa,Colorado,Home,Yes,Client,1.0,2,Global Investors
C1766,4,1371247.08,342811.77,1071.3925,33.0,Individual,F,Usa,California,Home,No,Website,4.0,2,Global Investors
C1768,4,985105.21,246276.3025,834.6575,83.0,Individual,F,Russia,Saint Petersburg,Home,No,Website,4.0,1,Corporate Investors
C1775,4,1414776.99,353694.2475,1102.9725,56.0,Individual,F,Usa,California,Home,No,Agency,3.0,2,Global Investors
C1776,3,1071718.4,357239.4666666666,1196.1733333333334,53.0,Individual,F,France,Occitanie,Home,No,Website,1.0,1,Corporate Investors
C1778,3,1216664.8199999998,405554.94,1339.73,32.0,Individual,M,Usa,Georgia,Investment,Yes,Website,4.0,2,Global Investors
C1781,4,1383316.42,345829.105,1164.015,58.0,Individual,F,Usa,California,Home,No,Website,4.0,2,Global Investors
C1782,4,897646.55,224411.6375,783.64,27.0,Individual,F,Uk,England,Investment,No,Website,1.0,1,Corporate Investors
C1783,4,1136482.92,284120.73,883.805,72.0,Individual,M,Usa,California,Home,No,Website,3.0,1,Corporate Investors
C1786,4,1247095.22,311773.805,1102.2725,31.0,Individual,M,Usa,California,Home,No,Website,1.0,1,Corporate Investors
C1793,4,1317525.03,329381.2575,1102.08,57.0,Individual,M,Usa,Utah,Investment,No,Website,1.0,1,Corporate Investors
C1795,4,1058019.94,264504.985,827.2,81.0,Individual,M,Usa,California,Home,Yes,Website,5.0,1,Corporate Investors
C1798,4,1601121.79,400280.4475,1263.96,60.0,Individual,M,Usa,Arizona,Investment,Yes,Website,1.0,2,Global Investors
C1799,4,1022792.49,255698.1225,823.6625,76.0,Individual,F,Usa,Colorado,Home,No,Agency,5.0,1,Corporate Investors
C1801,3,1473065.73,491021.91,1422.97,62.0,Individual,M,Usa,California,Home,Yes,Website,5.0,2,Global Investors
C1804,4,1735376.55,433844.1375,1504.0975,37.0,Individual,M,Usa,California,Home,No,Website,1.0,2,Global Investors
C1805,4,1871670.17,467917.5425,1699.3675,73.0,Individual,M,Uk,Northern Ireland,Investment,No,Website,3.0,2,Global Investors
C1807,3,1520931.78,506977.26,1469.18,69.0,Individual,F,France,Brittany,Home,No,Website,5.0,2,Global Investors
C1808,4,1102931.4500000002,275732.86250000005,989.46,36.0,Individual,F,Usa,Washington,Investment,No,Client,2.0,1,Corporate Investors
C1809,4,1221253.05,305313.2625,1104.2925,45.0,Individual,F,Usa,New York,Home,Yes,Agency,4.0,1,Corporate Investors
C1810,3,991862.87,330620.95666666667,1138.4233333333334,81.0,Individual,F,Usa,Texas,Home,No,Agency,3.0,1,Corporate Investors
C1813,4,1552316.39,388079.0975,1294.645,79.0,Individual,M,Germany,Hamburg,Investment,Yes,Website,3.0,2,Global Investors
C1814,4,1303261.99,325815.4975,1153.0825,39.0,Individual,M,Denmark,North Denmark,Home,No,Website,2.0,1,Corporate Investors
C1816,4,1078876.87,269719.2175,909.9825,64.0,Individual,M,Canada,Quebec,Home,No,Website,2.0,1,Corporate Investors
C1819,3,1067644.33,355881.44333333336,1339.746666666667,63.0,Individual,M,Russia,Krasnodar Krai,Home,No,Website,1.0,1,Corporate Investors
C1823,3,993925.86,331308.62,994.8266666666668,59.0,Individual,M,Usa,Oregon,Home,Yes,Website,4.0,1,Corporate Investors
C1824,4,945036.97,236259.2425,857.7574999999999,64.0,Individual,M,Usa,California,Home,No,Website,3.0,1,Corporate Investors
C1826,4,1300035.21,325008.8025,1159.5325,75.0,Individual,M,Usa,Ohio,Home,No,Client,4.0,1,Corporate Investors
C1827,4,1221529.77,305382.4425,988.7175,53.0,Individual,M,Usa,New York,Home,Yes,Website,5.0,1,Corporate Investors
C1836,4,1213775.31,303443.8275,958.755,66.0,Individual,F,Usa,California,Investment,Yes,Website,1.0,1,Corporate Investors
C1837,4,1507583.69,376895.9225,1333.2775,76.0,Individual,F,Usa,California,Home,Yes,Client,2.0,2,Global Investors
C1842,3,1252827.37,417609.12333333335,1407.513333333333,48.0,Company,M,Canada,Alberta,Home,Yes,Agency,3.0,2,Global Investors
C1845,3,889124.6799999999,296374.8933333333,972.0533333333332,77.0,Individual,M,Usa,California,Investment,Yes,Website,1.0,1,Corporate Investors
C1847,4,1080850.85,270212.7125,859.7125,74.0,Individual,M,Usa,Utah,Home,No,Website,4.0,1,Corporate Investors
C1849,3,1019239.08,339746.36,1016.7633333333332,50.0,Individual,M,Canada,Alberta,Investment,Yes,Website,3.0,1,Corporate Investors
C1851,4,1552543.97,388135.9925,1153.5575,72.0,Individual,F,Uk,England,Home,Yes,Agency,3.0,2,Global Investors
C1855,4,1117305.86,279326.465,874.6275,42.0,Individual,F,Usa,California,Home,Yes,Website,2.0,1,Corporate Investors
C1858,3,1161958.29,387319.43,1267.5866666666668,68.0,Individual,F,Usa,Colorado,Home,No,Website,5.0,2,Global Investors
C1861,4,1475178.95,368794.7375,1239.9025,44.0,Individual,M,Usa,California,Investment,Yes,Website,3.0,2,Global Investors
C1863,4,1281313.02,320328.255,1039.19,78.0,Individual,F,Uk,Scotland,Home,No,Website,3.0,1,Corporate Investors
C1865,3,1092253.24,364084.4133333333,1196.1733333333334,52.0,Individual,M,Usa,Arizona,Investment,No,Website,4.0,1,Corporate Investors
C1869,4,1335399.36,333849.84,1132.7375,51.0,Individual,F,Mexico,Nuevo Leon,Home,No,Client,5.0,2,Global Investors
C1873,4,841611.53,210402.8825,727.265,67.0,Individual,F,Canada,British Columbia,Home,No,Agency,5.0,1,Corporate Investors
C1878,3,958603.36,319534.4533333333,1097.4366666666667,59.0,Individual,M,Usa,Washington,Home,No,Agency,5.0,1,Corporate Investors
C1883,4,1877399.32,469349.83,1489.11,85.0,Individual,M,Usa,California,Home,No,Agency,1.0,2,Global Investors
C1884,3,930994.21,310331.4033333334,997.4133333333332,72.0,Individual,M,Usa,Nevada,Home,Yes,Website,5.0,1,Corporate Investors
C1887,3,822999.76,274333.25333333336,941.21,40.0,Individual,F,Usa,Oregon,Investment,No,Agency,1.0,1,Corporate Investors
C1888,4,981962.01,245490.5025,820.9224999999999,64.0,Individual,M,Usa,California,Home,No,Website,3.0,1,Corporate Investors
C1889,3,1193609.3,397869.76666666666,1205.9633333333334,39.0,Individual,M,Usa,California,Home,Yes,Website,4.0,2,Global Investors
C1890,4,1209659.27,302414.8175,1042.1725,72.0,Individual,M,Canada,Ontario,Home,No,Client,4.0,1,Corporate Investors
C1891,4,1466482.7999999998,366620.7,1244.8049999999998,54.0,Individual,M,Usa,Oregon,Home,No,Agency,2.0,2,Global Investors
C1892,3,978638.94,326212.98,1033.4833333333331,75.0,Individual,F,Usa,Nevada,Investment,Yes,Agency,5.0,1,Corporate Investors
C1894,4,1284918.37,321229.5925,1027.81,82.0,Individual,F,Usa,Texas,Investment,No,Website,4.0,1,Corporate Investors
C1895,3,1170571.86,390190.62000000005,1308.513333333333,57.0,Company,M,Usa,Nevada,Investment,No,Agency,4.0,2,Global Investors
C1898,4,1159717.54,289929.385,951.82,47.0,Individual,M,Usa,New York,Home,Yes,Website,1.0,1,Corporate Investors
C1899,3,1001627.28,333875.76,1221.3833333333334,30.0,Individual,M,Uk,England,Home,No,Website,3.0,1,Corporate Investors
C1900,4,1185889.79,296472.4475,1210.7375000000002,28.0,Individual,F,Uk,England,Investment,No,Client,4.0,1,Corporate Investors
C1902,4,1127600.93,281900.2325,885.395,46.0,Company,M,Usa,Colorado,Investment,No,Agency,2.0,1,Corporate Investors
C1903,4,1453139.0699999998,363284.7675,1192.72,35.0,Individual,F,Usa,Nevada,Home,No,Website,2.0,2,Global Investors
C1905,3,1180529.35,393509.7833333334,1354.2933333333333,65.0,Individual,M,Usa,Virginia,Home,No,Website,1.0,2,Global Investors
C1907,4,1751481.15,437870.2875,1349.2,76.0,Individual,M,Usa,Colorado,Home,No,Website,3.0,2,Global Investors
C1909,3,1238663.76,412887.92,1313.16,41.0,Individual,F,Usa,California,Investment,No,Agency,2.0,2,Global Investors
C1910,4,816793.9099999999,204198.4775,735.11,41.0,Company,M,Usa,California,Home,Yes,Agency,2.0,1,Corporate Investors
C1911,3,1195691.95,398563.9833333333,1268.0466666666669,37.0,Individual,M,Usa,California,Home,No,Agency,5.0,2,Global Investors
C1913,4,1210353.53,302588.3825,972.245,46.0,Individual,M,France,Provence,Home,No,Website,5.0,1,Corporate Investors
C1915,3,1015184.58,338394.86,1076.6899999999998,62.0,Individual,F,Usa,Arizona,Investment,No,Client,4.0,1,Corporate Investors
C1922,3,1549836.17,516612.0566666666,1592.1233333333332,38.0,Individual,F,Usa,California,Home,No,Agency,1.0,2,Global Investors
C1923,4,1302917.16,325729.29,1140.38,79.0,Individual,F,Mexico,Jalisco,Investment,Yes,Client,1.0,1,Corporate Investors
C1924,4,1453954.37,363488.5925,1253.3075,68.0,Individual,M,Usa,California,Home,No,Client,3.0,2,Global Investors
C1926,4,1238034.03,309508.5075,1014.73,29.0,Individual,M,Mexico,Puebla,Home,Yes,Website,1.0,1,Corporate Investors
C1927,4,1325474.94,331368.735,1280.6875,74.0,Individual,F,Usa,California,Investment,Yes,Website,1.0,1,Corporate Investors
C1931,4,1323884.11,330971.0275,1047.99,31.0,Individual,F,Usa,Utah,Home,Yes,Website,5.0,1,Corporate Investors
C1933,3,822428.05,274142.68333333335,851.87,32.0,Company,F,Australia,Queensland,Home,No,Client,1.0,1,Corporate Investors
C1939,3,674304.95,224768.31666666665,839.1433333333334,47.0,Individual,F,Usa,Florida,Investment,Yes,Agency,1.0,1,Corporate Investors
C1940,4,1403901.14,350975.28500000003,1216.595,29.0,Individual,F,Canada,Manitoba,Home,No,Agency,4.0,2,Global Investors
C1942,3,1133984.52,377994.84,1313.16,42.0,Company,F,Usa,Nevada,Home,Yes,Agency,2.0,2,Global Investors
C1943,3,967521.23,322507.07666666666,1042.71,53.0,Individual,M,Usa,Arizona,Home,No,Website,1.0,1,Corporate Investors
C1947,3,1247905.56,415968.52,1328.47,47.0,Individual,M,Usa,Nevada,Home,No,Website,3.0,2,Global Investors
C1948,3,1530233.0,510077.6666666667,1527.8633333333337,71.0,Individual,F,Usa,Arizona,Home,No,Agency,2.0,2,Global Investors
C1951,4,1128864.17,282216.0425,972.335,30.0,Individual,M,Usa,Utah,Home,Yes,Website,1.0,1,Corporate Investors
C1952,3,1235262.65,411754.2166666666,1451.5366666666669,34.0,Company,M,Usa,Nevada,Home,No,Agency,3.0,2,Global Investors
C1954,3,809731.0700000001,269910.3566666667,899.9899999999999,60.0,Individual,F,Australia,Western Australia,Investment,No,Website,3.0,1,Corporate Investors
C1958,4,1567012.19,391753.0475,1287.0549999999998,56.0,Individual,F,Usa,California,Home,No,Website,3.0,2,Global Investors
C1960,3,1196488.96,398829.6533333333,1350.493333333333,39.0,Individual,F,Usa,Colorado,Home,Yes,Website,2.0,2,Global Investors
C1962,3,971475.24,323825.08,1108.1033333333332,31.0,Individual,F,Mexico,Puebla,Home,No,Agency,5.0,1,Corporate Investors
C1963,3,983925.13,327975.04333333333,1090.7733333333333,58.0,Company,M,Usa,Texas,Home,No,Website,5.0,1,Corporate Investors
C1965,3,1489053.39,496351.13,1579.3133333333335,29.0,Individual,M,Usa,California,Home,No,Agency,4.0,2,Global Investors
C1966,4,1210176.2,302544.05,1111.6475,62.0,Individual,M,Canada,British Columbia,Home,No,Agency,1.0,1,Corporate Investors
C1967,3,747143.37,249047.79,859.2633333333333,69.0,Individual,M,Usa,Oregon,Investment,No,Agency,4.0,1,Corporate Investors
C1968,3,987718.99,329239.66333333333,1072.7266666666667,68.0,Individual,F,Usa,California,Investment,Yes,Client,3.0,1,Corporate Investors
C1972,3,943260.84,314420.28,1077.3333333333333,54.0,Individual,F,Usa,California,Home,Yes,Website,4.0,1,Corporate Investors
C1974,4,968686.85,242171.7125,809.6575,76.0,Individual,M,Usa,Nevada,Home,Yes,Agency,5.0,1,Corporate Investors
C1975,3,985031.21,328343.73666666663,1023.88,51.0,Individual,F,Belgium,Wallonia,Home,No,Agency,4.0,1,Corporate Investors
C1976,4,1146120.65,286530.1625,1030.29,31.0,Individual,M,Usa,Florida,Home,No,Client,5.0,1,Corporate Investors
C1977,4,2001430.43,500357.6075,1577.2325,32.0,Individual,M,Usa,Virginia,Home,No,Website,1.0,2,Global Investors
C1978,3,1205900.67,401966.89,1290.0866666666668,59.0,Company,F,Usa,California,Investment,Yes,Website,5.0,2,Global Investors
C1980,4,1579565.09,394891.2725,1228.8325,70.0,Individual,F,Usa,Texas,Investment,No,Website,4.0,2,Global Investors
C1981,4,1440160.68,360040.17,1245.935,34.0,Individual,F,Canada,Quebec,Home,No,Agency,5.0,2,Global Investors
C1982,3,1545398.56,515132.8533333333,1669.3466666666666,79.0,Individual,M,Usa,California,Home,Yes,Website,4.0,2,Global Investors
